filename;compressed_size;uncompressed_size
234.json;3063065;22251576
23500.json;394133;4664116
23501.json;394419;4443898
23502.json;372803;4314648
23503.json;395379;4561507
23504.json;386508;4375933
23505.json;372813;4359495
23506.json;417133;4494489
23507.json;361339;4441415
23508.json;394951;4477277
23509.json;387598;4396757
2350.json;6958905;31741319
23510.json;386516;4209382
23511.json;393732;4629077
23512.json;409119;4503903
23513.json;1046348;7210892
23514.json;809638;6358015
23515.json;752149;6100062
23516.json;691875;5918362
23517.json;783750;6443917
23518.json;658491;5967037
23519.json;567968;5717715
2351.json;6862632;30825681
23520.json;362843;4831306
23521.json;606255;5698244
23522.json;677595;6312522
23523.json;762686;6449401
23524.json;379796;5046789
23525.json;591360;5874343
23526.json;918693;6934513
23527.json;1154711;7631932
23528.json;829433;6106074
23529.json;402225;4619012
2352.json;7617570;34974093
23530.json;427255;4595526
23531.json;405866;4445592
23532.json;400858;4530548
23533.json;391090;4413351
23534.json;383639;4424110
23535.json;416303;4340936
23536.json;419174;4686329
23537.json;410142;4543335
23538.json;397707;4356931
23539.json;403685;4534521
2353.json;7408434;33887536
23540.json;533100;5241261
23541.json;493259;4877910
23542.json;812895;5953229
23543.json;2226134;17066990
23544.json;4075362;23415661
23545.json;2493331;17169626
23546.json;2321286;17038062
23547.json;2077425;14403244
23548.json;2267888;12277835
23549.json;2003387;12351325
2354.json;7586511;33698977
23550.json;2527952;13604406
23551.json;3553588;17785208
23552.json;4056924;20539741
23553.json;3009057;19491784
23554.json;2439056;17672813
23555.json;3827570;19141570
23556.json;2846593;17606085
23557.json;2819808;19583490
23558.json;2154768;11798073
23559.json;3170683;15943000
2355.json;8797936;40095116
23560.json;3920688;20162503
23561.json;2605896;18093266
23562.json;2448375;15581903
23563.json;3290727;16665527
23564.json;2721539;17298297
23565.json;2428395;18638058
23566.json;3873212;27332865
23567.json;2814085;16650280
23568.json;2682493;21089831
23569.json;2883944;22634838
2356.json;7964878;36267762
23570.json;2672884;20548030
23571.json;3221111;23453185
23572.json;3836418;26436797
23573.json;2715398;19358292
23574.json;2641199;19434456
23575.json;2714472;19918268
23576.json;2640281;20042013
23577.json;2564261;16026995
23578.json;1721010;13200989
23579.json;2586403;19210456
2357.json;7052783;32033548
23580.json;3385379;23685246
23581.json;3510766;20911915
23582.json;2530602;15468550
23583.json;1047053;8261538
23584.json;1802253;13713044
23585.json;2418457;18613660
23586.json;2669583;21646229
23587.json;2064809;12149226
23588.json;744323;5911809
23589.json;734343;5942120
2358.json;6395948;29736222
23590.json;1473359;9458792
23591.json;1361811;10691108
23592.json;1263454;8686936
23593.json;1060733;7614454
23594.json;1827080;10715687
23595.json;667944;5794512
23596.json;1177941;8187015
23597.json;1010450;7666257
23598.json;947566;7903082
23599.json;2090049;15148450
2359.json;8272937;37228844
235.json;2290282;17172960
23600.json;1368465;9832354
23601.json;1008167;7743644
23602.json;1973142;12575060
23603.json;1796770;11097973
23604.json;578534;5638500
23605.json;1463543;9413781
23606.json;574845;6009456
23607.json;512681;5018148
23608.json;1683333;11053903
23609.json;1147106;6962965
2360.json;7403247;34017170
23610.json;872304;6031684
23611.json;1141162;7243862
23612.json;573706;5244636
23613.json;1402187;7973752
23614.json;1236779;7506723
23615.json;577398;5246387
23616.json;599660;5267365
23617.json;613038;5303190
23618.json;2128334;10953553
23619.json;1408159;7754798
2361.json;6333649;29940730
23620.json;2300585;11805486
23621.json;2336102;12091560
23622.json;2565751;12941778
23623.json;1188416;8750355
23624.json;2734941;15817276
23625.json;2638247;16362184
23626.json;2834536;15914656
23627.json;1984189;10523643
23628.json;1776001;9677691
23629.json;1691682;12463122
2362.json;7534126;34083435
23630.json;457952;4336138
23631.json;102989;2655342
23632.json;95468;2648696
23633.json;698259;5447461
23634.json;515400;4945462
23635.json;541076;5071678
23636.json;944343;6342424
23637.json;1006562;6793592
23638.json;344949;4658736
23639.json;407409;4745980
2363.json;5418391;26091366
23640.json;1943412;10529936
23641.json;707729;5752032
23642.json;623695;5404178
23643.json;1085971;7338049
23644.json;418301;5062903
23645.json;342304;3929581
23646.json;60763;2685978
23647.json;63980;2671642
23648.json;107449;2550536
23649.json;71582;2569705
2364.json;4235537;21226442
23650.json;71655;2583610
23651.json;69257;2585556
23652.json;70233;2589403
23653.json;197403;3188487
23654.json;814219;5991929
23655.json;1151787;7903803
23656.json;67825;2481475
23657.json;68055;2482769
23658.json;72209;2486511
23659.json;68507;2476289
2365.json;6136323;28605982
23660.json;67577;2475173
23661.json;67106;2474625
23662.json;67191;2458008
23663.json;67446;2459566
23664.json;72005;2464102
23665.json;68076;2453173
23666.json;67274;2452139
23667.json;66726;2451410
23668.json;963890;6247743
23669.json;782032;5783440
2366.json;4513772;21756074
23670.json;681836;5463102
23671.json;539590;5049612
23672.json;86924;2630608
23673.json;316112;3489382
23674.json;303550;3424508
23675.json;245980;3252735
23676.json;119583;2746089
23677.json;114794;2761192
23678.json;116236;2753742
23679.json;113492;2736528
2367.json;6731115;30966773
23680.json;113989;2739206
23681.json;116048;2734932
23682.json;120792;2740511
23683.json;121083;2737783
23684.json;125998;2738973
23685.json;127418;2742209
23686.json;125439;2736958
23687.json;122847;2734481
23688.json;121366;2736553
23689.json;122635;2743028
2368.json;4806716;23548665
23690.json;119323;2735772
23691.json;126648;2749575
23692.json;129428;2757734
23693.json;125779;2747715
23694.json;125477;2748361
23695.json;128380;2748396
23696.json;122870;2713850
23697.json;130853;2683891
23698.json;131475;2690591
23699.json;122503;2707877
2369.json;8200901;34488930
236.json;1990792;15631090
23700.json;966802;6091907
23701.json;65449;2560955
23702.json;88794;2675376
23703.json;135384;2910398
23704.json;115295;2843013
23705.json;109534;2830190
23706.json;104411;2824366
23707.json;106303;2812367
23708.json;241326;4029810
23709.json;630622;5342126
2370.json;110796;3576536
23710.json;295566;4540392
23711.json;643365;5605879
23712.json;895140;6248122
23713.json;1487138;8393372
23714.json;778431;6188902
23715.json;470069;4151024
23716.json;79757;2520469
23717.json;81794;2532489
23718.json;81308;2526815
23719.json;97717;2597315
2371.json;109847;3591020
23720.json;244687;3154411
23721.json;341575;3875672
23722.json;660761;5035125
23723.json;1393730;8791199
23724.json;752953;5748394
23725.json;394583;4039281
23726.json;114982;2577267
23727.json;112543;2572420
23728.json;110657;2570346
23729.json;111773;2576899
2372.json;5253686;23225869
23730.json;112988;2574945
23731.json;114939;2576725
23732.json;117791;2582215
23733.json;113993;2577699
23734.json;115389;2581673
23735.json;116172;2584733
23736.json;113952;2581721
23737.json;114045;2577792
23738.json;113426;2579074
23739.json;116272;2584763
2373.json;10582016;43967657
23740.json;123516;2597678
23741.json;125988;2601558
23742.json;124494;2600502
23743.json;124816;2604742
23744.json;126563;2603179
23745.json;124247;2596486
23746.json;112599;2568552
23747.json;107627;2607601
23748.json;152804;2681950
23749.json;157928;2682213
2374.json;3066907;15548004
23750.json;122219;2653342
23751.json;119588;2647037
23752.json;106882;2623214
23753.json;100358;2629279
23754.json;129580;2665927
23755.json;129407;2659022
23756.json;129248;2672217
23757.json;116749;2657770
23758.json;117712;2649170
23759.json;129454;2664970
2375.json;9274783;38914952
23760.json;119144;2643070
23761.json;147073;2696608
23762.json;126531;2660571
23763.json;116984;2649791
23764.json;147543;2689337
23765.json;137901;2683970
23766.json;180122;2699727
23767.json;165456;2673642
23768.json;165476;2688316
23769.json;174545;2699376
2376.json;6628496;37936398
23770.json;284927;3553756
23771.json;460898;5162713
23772.json;668808;5254904
23773.json;279496;3323283
23774.json;140471;2924970
23775.json;216073;3447442
23776.json;241102;4212853
23777.json;357357;4692227
23778.json;636875;5512051
23779.json;447180;4418776
2377.json;11070616;47426952
23780.json;565279;4430544
23781.json;93986;2581014
23782.json;91105;2549952
23783.json;93299;2556349
23784.json;93161;2546697
23785.json;92411;2552083
23786.json;106200;2624235
23787.json;528999;5337307
23788.json;290939;4557853
23789.json;2317651;12421082
2378.json;6640428;29092534
23790.json;294069;4023032
23791.json;241185;2928868
23792.json;266242;2956765
23793.json;240208;2915147
23794.json;258952;2955300
23795.json;236436;2922588
23796.json;235266;2882574
23797.json;257355;2913979
23798.json;250636;2923990
23799.json;250085;2910995
2379.json;16163634;66897007
237.json;3323357;23622413
23800.json;256553;2940224
23801.json;226139;2847784
23802.json;276100;2934220
23803.json;158940;2768471
23804.json;70328;2636352
23805.json;71402;2507851
23806.json;67631;2485850
23807.json;72553;2490366
23808.json;68575;2479666
23809.json;68062;2478917
2380.json;13585519;55827539
23810.json;66035;2477864
23811.json;76650;2698076
23812.json;63019;2721721
23813.json;63375;2713179
23814.json;62182;2706699
23815.json;61391;2711235
23816.json;61758;2718042
23817.json;62338;2719513
23818.json;62281;2723975
23819.json;62715;2722850
2381.json;10206837;43975634
23820.json;57910;2650147
23821.json;63951;2590325
23822.json;64315;2598371
23823.json;66046;2676324
23824.json;63820;2680880
23825.json;334028;3837124
23826.json;1245286;7500232
23827.json;236146;3222933
23828.json;72395;2540888
23829.json;80536;2544436
2382.json;6604449;30754064
23830.json;84650;2553149
23831.json;94445;2591140
23832.json;761186;5467043
23833.json;81941;2641034
23834.json;76672;2554410
23835.json;67055;2545650
23836.json;69229;2545103
23837.json;70945;2547312
23838.json;846661;5767233
23839.json;351101;3553949
2383.json;8765457;36759949
23840.json;248788;3244058
23841.json;109142;2597145
23842.json;129740;2668297
23843.json;148033;2700036
23844.json;162638;2733668
23845.json;156332;2713830
23846.json;155838;2712903
23847.json;148092;2700256
23848.json;146524;2698678
23849.json;145638;2691602
2384.json;6094033;27101857
23850.json;157019;2706140
23851.json;107506;2681581
23852.json;655698;5013693
23853.json;409100;4069004
23854.json;120585;2744346
23855.json;83750;2622650
23856.json;119887;2884173
23857.json;324563;4272733
23858.json;122849;2855304
23859.json;178389;3002411
2385.json;8477935;37019285
23860.json;253356;3469176
23861.json;55008;2608013
23862.json;61139;2632582
23863.json;102247;2673838
23864.json;106525;2643771
23865.json;244125;3305101
23866.json;121231;2745480
23867.json;126476;2848221
23868.json;94782;2628260
23869.json;87236;2658784
2386.json;7345164;31751919
23870.json;195160;3046466
23871.json;73990;2580572
23872.json;76090;2593137
23873.json;72149;2594253
23874.json;74599;2597658
23875.json;102119;2775167
23876.json;171487;3187648
23877.json;163947;3236179
23878.json;170311;3159698
23879.json;174171;3262654
2387.json;8973913;37819449
23880.json;180264;3252382
23881.json;148896;3062623
23882.json;176318;3267927
23883.json;153354;3119158
23884.json;128881;2831524
23885.json;131579;2906280
23886.json;146833;3079184
23887.json;81586;2663464
23888.json;142433;2999397
23889.json;168170;3164240
2388.json;9088136;38754415
23890.json;183037;3249649
23891.json;143482;2950559
23892.json;61516;2460013
23893.json;59827;2461018
23894.json;124642;3062728
23895.json;172397;3230011
23896.json;173343;3268018
23897.json;170798;3242833
23898.json;148350;3198184
23899.json;174935;3278181
2389.json;11184447;46490267
238.json;1791767;14154827
23900.json;141875;2895496
23901.json;153881;2839648
23902.json;177145;2879089
23903.json;186570;3146119
23904.json;173765;3275814
23905.json;142706;3230911
23906.json;181987;3313970
23907.json;183917;3302188
23908.json;178892;3260900
23909.json;179325;3289764
2390.json;10954319;45727500
23910.json;180123;3293231
23911.json;89519;2697216
23912.json;162232;3063275
23913.json;102083;2668453
23914.json;55065;2577267
23915.json;56394;2584342
23916.json;56116;2584648
23917.json;143722;3054361
23918.json;157430;3213573
23919.json;160035;3217003
2391.json;8716206;36740253
23920.json;183381;3266699
23921.json;199114;3284366
23922.json;77721;2591500
23923.json;79053;2590921
23924.json;80415;2593182
23925.json;82053;2593361
23926.json;82158;2592331
23927.json;82147;2592223
23928.json;81006;2593571
23929.json;135929;2955957
2392.json;15153507;61262300
23930.json;188139;3250804
23931.json;132575;2781701
23932.json;153667;2841034
23933.json;168762;3091750
23934.json;171498;3243260
23935.json;187762;3235641
23936.json;182696;3213966
23937.json;205897;3255921
23938.json;181042;3226953
23939.json;192387;3242065
2393.json;10160365;41548262
23940.json;172471;3234103
23941.json;199404;3280821
23942.json;195844;3307649
23943.json;198519;3284914
23944.json;182996;3287409
23945.json;215228;3373597
23946.json;198934;3316769
23947.json;217076;3373062
23948.json;205538;3380204
23949.json;195133;3280742
2394.json;10690304;44639247
23950.json;206524;3310149
23951.json;170782;3216478
23952.json;169640;3237549
23953.json;181373;3291494
23954.json;180696;3347225
23955.json;201839;3332171
23956.json;201932;3304816
23957.json;194952;3303311
23958.json;202307;3304243
23959.json;206502;3363921
2395.json;8022451;34441956
23960.json;187395;3348247
23961.json;128439;2767756
23962.json;76039;2517665
23963.json;75127;2500988
23964.json;75946;2517505
23965.json;75464;2514096
23966.json;75186;2499750
23967.json;164290;3157899
23968.json;170050;3275374
23969.json;177212;3284356
2396.json;7435970;32705630
23970.json;168628;3238487
23971.json;175109;3271925
23972.json;183967;3284009
23973.json;185559;3278156
23974.json;172501;3256186
23975.json;188384;3278148
23976.json;186750;3304402
23977.json;178109;3256588
23978.json;176255;3290061
23979.json;184290;3249293
2397.json;6694588;29325608
23980.json;180194;3240486
23981.json;171030;3248253
23982.json;160172;3086459
23983.json;132197;2901144
23984.json;127068;2899704
23985.json;129720;2908513
23986.json;154511;2849099
23987.json;129831;2788596
23988.json;152791;2928924
23989.json;350090;5185466
2398.json;7932025;34549684
23990.json;395135;4918637
23991.json;361074;4730291
23992.json;437810;4991741
23993.json;415445;4804018
23994.json;438411;5045936
23995.json;421539;4863605
23996.json;443254;5068099
23997.json;437365;5027006
23998.json;600857;6752782
23999.json;595395;6660340
2399.json;7939809;35069424
239.json;1943131;14839764
23.json;242753;4033064
24000.json;577343;5642746
24001.json;2095933;13870800
24002.json;921544;7282464
24003.json;1267731;9342156
24004.json;3437894;15325070
24005.json;3052775;15394263
24006.json;2176090;13537446
24007.json;1426411;9337501
24008.json;624088;6333221
24009.json;1130640;6509181
2400.json;6083323;27243052
24010.json;1166887;6654399
24011.json;1107677;6480427
24012.json;1065100;6261641
24013.json;1153513;6501737
24014.json;1150436;6479509
